"S1.bam" "S10.bam" "S11.bam" "S12.bam" "S2.bam" "S3.bam" "S4.bam" "S5.bam" "S6.bam" "S7.bam" "S8.bam" "S9.bam"
"guanylate kinase" 641 556 441 752 533 915 742 676 916 525 626 918
"YicC family protein" 128 153 142 281 126 170 165 118 151 109 192 240
"PAS domain-containing protein_2" 2590 17440 13509 16798 3037 4726 4372 5014 6156 4288 5576 8545
"3-deoxy-7-phosphoheptulonate synthase class II" 7370 6624 5319 7665 6249 9239 7039 6815 9391 5113 6428 9923
"GlxA family transcriptional regulator_3" 1035 808 516 689 781 1058 914 768 1065 578 789 1128
"PQQ-dependent sugar dehydrogenase" 103 489 409 486 115 176 128 111 165 234 280 369
"ABC transporter substrate-binding protein_17" 4405 2853 2980 6667 2599 4383 3534 3230 3769 2856 3596 4726
"ABC transporter ATP-binding protein_23" 715 545 445 821 690 1193 788 714 995 679 769 1128
"branched-chain amino acid ABC transporter permease_6" 1030 553 410 683 576 1127 795 616 964 615 842 1049
"DUF853 domain-containing protein" 321 543 554 1101 322 537 421 398 505 448 551 701
"invasion associated locus B family protein_1" 3835 5761 3921 3592 5712 7372 6334 6968 8864 3424 4351 7569
"beta-ketoacyl-[acyl-carrier-protein] synthase family protein" 723 948 708 1080 638 851 709 591 950 580 848 1209
"acyl carrier protein_2" 92 140 96 178 58 85 61 57 76 95 173 161
"UDP-3-O-(3-hydroxymyristoyl)glucosamine N-acyltransferase" 728 966 726 904 734 1103 877 711 1091 622 951 1241
"L%2CD-transpeptidase family protein_1" 3264 8229 6097 6097 3678 5148 3760 3661 5198 3886 4884 8203
"DUF882 domain-containing protein_2" 7421 5637 3916 3435 9878 13484 13067 12092 15688 4419 6018 9420
"methyltetrahydrofolate cobalamin methyltransferase" 686 2910 2393 4607 618 842 690 622 853 2399 3684 4281
"methylenetetrahydrofolate reductase" 576 4430 3531 5310 635 991 642 590 847 2858 3762 5031
"virulence factor" 330 3576 2678 3026 436 619 417 449 594 1811 2531 3572
"Ppx/GppA family phosphatase_1" 479 961 697 1061 511 864 683 556 839 573 835 1027
"RlmE family RNA methyltransferase" 438 1014 785 840 458 820 766 648 946 602 815 1039
"YihY/virulence factor BrkB family protein_2" 395 676 419 418 390 504 473 381 573 376 498 636
"cardiolipin synthase" 188 406 250 254 224 309 304 217 349 186 247 399
"potassium channel family protein" 125 240 166 92 116 194 158 129 202 172 207 279
"hypothetical protein_259" 371 1928 1491 1558 355 512 376 263 473 1172 1762 2351
"ABC transporter ATP-binding protein_24" 75 105 66 102 43 62 47 36 61 101 128 140
"FtsX-like permease family protein_1" 454 589 463 556 341 475 337 300 422 370 486 756
"iron ABC transporter permease_1" 168 305 206 303 151 249 205 168 229 189 263 384
"universal stress protein_4" 1513 1446 1040 1909 1343 2007 1869 1606 2188 792 949 1462
"TRAP transporter permease" 6454 5413 4567 6633 5237 7427 7043 6062 7892 2911 3960 5064
"TAXI family TRAP transporter solute-binding subunit" 14128 27027 18253 19901 20450 28144 21523 23294 30369 11786 15495 23755
"xanthine dehydrogenase family protein subunit M_1" 859 652 491 782 666 1189 602 555 865 571 791 1045
"(2Fe-2S)-binding protein_2" 262 150 133 284 192 397 171 148 227 209 252 366
"xanthine dehydrogenase family protein molybdopterin-binding subunit_2" 1422 889 618 1310 1119 1911 1154 882 1368 1253 1619 1911
"MoaD/ThiS family protein" 90 38 29 73 48 100 56 35 63 59 60 75
"S-methyl-5-thioribose-1-phosphate isomerase" 868 970 652 820 731 1154 812 835 1089 567 769 1361
"class II aldolase/adducin family protein" 197 245 141 170 201 254 225 171 261 135 227 300
"dipeptidase_2" 607 434 348 306 616 839 699 594 744 211 250 384
"ABC transporter substrate-binding protein_18" 2034 1654 1228 1668 2728 3801 2879 3284 3789 984 1503 2025
"ABC transporter permease_24" 682 424 316 344 792 1170 995 892 1095 236 372 520
"ABC transporter ATP-binding protein_25" 1027 462 336 404 941 1224 1020 977 1255 296 380 608
"HD-GYP domain-containing protein" 712 2840 2455 2911 907 1135 1645 1434 1806 581 687 1295
"DedA family protein" 464 440 329 340 429 635 507 392 667 323 440 623
"disulfide bond formation protein B" 296 325 195 250 263 383 257 258 369 220 341 423
"Lrp/AsnC family transcriptional regulator_11" 105 145 70 119 81 122 88 108 172 104 262 214
"arginase" 1718 3777 3311 6655 1778 2575 3345 3332 3297 2617 3344 4030
"arginine deiminase-related protein" 768 1297 1216 2000 1058 1396 2026 1823 1859 854 1186 1436
"ornithine cyclodeaminase" 3213 4270 3542 5276 2974 3867 5610 5016 5365 2665 3420 4359
"HNH endonuclease_1" 419 1340 1014 959 503 605 736 597 554 527 773 1048
"pseudouridine synthase" 519 337 247 273 279 475 310 286 429 196 282 440
"alpha/beta fold hydrolase_2" 419 213 149 312 232 412 286 227 326 180 225 313
"DNA-3-methyladenine glycosylase" 145 148 95 211 83 176 128 116 136 134 118 181
"MFS transporter_13" 686 716 564 621 572 842 605 530 865 480 599 874
"squalene/phytoene synthase family protein" 383 194 96 144 190 335 232 178 287 142 196 278
"citramalate synthase" 286 231 92 196 238 371 233 190 352 268 250 434
"cysteine--tRNA ligase" 682 787 519 790 501 896 596 564 936 603 811 1203
"porin family protein_1" 13503 2067 1211 1416 15066 18214 18844 16406 23742 949 1637 2115
"porin family protein_2" 300 607 368 443 360 442 559 514 618 187 198 451
"trimethylamine methyltransferase family protein_3" 79 162 117 93 89 155 92 77 99 49 67 78
"glycosyltransferase family 2 protein_10" 228 290 196 150 223 366 293 216 390 176 231 322
"ABC transporter ATP-binding protein_26" 101 87 46 88 52 77 67 64 110 49 63 70
"branched-chain amino acid ABC transporter permease_7" 52 63 46 94 58 83 70 63 99 28 61 57
"ABC transporter substrate-binding protein_19" 371 1338 876 870 580 793 889 987 1068 633 911 1159
"hypothetical protein_260" 753 9693 5703 7046 618 880 2213 1745 2397 1792 2557 3617
"PAS domain-containing protein_3" 3920 21385 15934 16641 4584 7102 13759 12842 17307 5902 7485 12494
"transketolase_1" 823 2628 2102 3324 870 1306 972 935 1239 1369 2269 2595
"methionine gamma-lyase" 641 3252 2269 3541 646 917 522 664 797 1844 2835 4314
"Lrp/AsnC family transcriptional regulator_12" 68 93 68 63 86 120 130 87 140 50 90 105
"tetratricopeptide repeat protein_8" 266 496 344 426 220 404 324 272 417 200 320 405
"phosphatase PAP2 family protein" 135 534 392 439 152 209 166 140 212 247 333 418
"hypothetical protein_261" 125 850 632 759 153 220 181 171 248 230 384 507
"AGE family epimerase/isomerase" 400 497 333 466 366 470 376 372 445 314 450 497
"sn-glycerol-3-phosphate ABC transporter ATP-binding protein UgpC_3" 46 44 38 54 52 59 50 41 55 58 122 124
"carbohydrate ABC transporter permease_7" 18 51 35 44 33 69 38 44 65 43 92 66
"sugar ABC transporter permease_8" 55 54 45 54 47 90 54 48 79 111 193 186
"sugar ABC transporter substrate-binding protein_3" 99 96 87 170 94 150 132 93 137 444 908 523
"aminotransferase class I/II-fold pyridoxal phosphate-dependent enzyme_5" 33 30 28 26 30 45 35 26 19 56 147 100
"FCD domain-containing protein_1" 23 64 44 33 34 53 34 31 44 131 361 195
"MFS transporter_14" 770 973 891 1037 578 859 716 646 776 604 748 1140
"vitamin B12-dependent ribonucleotide reductase" 5179 3313 2379 3716 4291 6537 4584 4022 5293 7481 9842 11450
"DUF192 domain-containing protein_2" 543 541 328 424 555 712 604 507 831 220 362 452
"cold shock domain-containing protein" 2201 1098 727 1722 1012 1523 1288 1146 1592 630 918 1107
"pyridoxamine 5'-phosphate oxidase" 1767 3467 2634 3880 1702 2418 2546 1857 2497 2406 3055 4162
"enoyl-ACP reductase FabI" 5842 6193 4305 4238 5697 8081 5825 6088 8797 3581 4272 7331
"LysE family translocator_3" 311 360 297 362 499 762 523 465 726 229 276 469
"xanthine phosphoribosyltransferase" 2200 2406 1844 2321 1871 2740 2230 2243 2914 1491 1608 3047
"aminotransferase_2" 537 774 599 810 525 688 569 602 707 452 559 824
"SurA N-terminal domain-containing protein" 3720 2978 2523 3825 2699 4211 3672 3026 3991 2338 2727 4360
"anthranilate synthase component I" 2012 2059 1502 1959 1956 2919 2187 2225 3070 1284 1676 2759
"divergent polysaccharide deacetylase family protein" 1612 1707 1211 2276 1090 1551 1336 1188 1597 1109 1528 2222
"aminodeoxychorismate/anthranilate synthase component II" 613 916 711 606 679 964 814 808 920 502 715 1133
"anthranilate phosphoribosyltransferase" 1505 2020 1456 1749 1530 2234 1539 1585 2201 1144 1441 2234
"uracil-DNA glycosylase_2" 321 307 224 192 299 451 394 321 521 179 194 321
"indole-3-glycerol phosphate synthase TrpC" 1102 1131 751 982 1018 1541 1258 1032 1449 734 930 1388
"cyclic pyranopterin monophosphate synthase MoaC" 832 873 549 671 875 1226 1162 1046 1408 524 626 1116
"molybdopterin molybdotransferase MoeA" 1226 993 765 1102 1319 1952 1530 1325 1815 674 868 1372
"transcriptional repressor LexA" 1755 6621 4517 6349 1469 2306 2181 1923 2729 3975 5965 7348
"ComEC family competence protein" 166 213 163 236 159 195 227 216 224 90 109 175
"glutamate--tRNA ligase_1" 2333 3006 2079 2449 2448 3777 2631 2875 4052 2101 2687 4204
"citrate synthase_1" 7440 6135 5081 9069 6267 8776 7183 7668 10581 5945 8706 10844
"type I secretion protein" 858 1112 829 2224 593 1114 709 756 889 612 681 926
"enoyl-CoA hydratase-related protein" 2098 1319 1034 1634 1174 1754 1388 1330 1604 1179 1435 2163
"cytochrome c-type biogenesis protein CcmH" 320 345 205 339 270 379 333 267 384 330 469 551
"heme lyase CcmF/NrfE family subunit" 1488 1661 1280 1504 915 1451 1238 944 1394 1672 2557 2905
"holin family protein_1" 10 240 172 316 16 18 13 13 22 19 22 32
"holin-associated N-acetylmuramidase_1" 13 409 315 391 15 21 10 13 13 16 20 63
"cytochrome c maturation protein CcmE" 357 2125 1606 2339 485 675 441 437 714 1545 2433 2806
"N-acetyl-gamma-glutamyl-phosphate reductase" 1308 1084 799 1153 986 1566 1233 1026 1488 1159 1474 2089
"aspartate/glutamate racemase family protein_1" 1283 1459 989 1322 1047 1571 1130 1128 1673 894 1121 1891
"lysophospholipid acyltransferase family protein_1" 735 808 665 770 706 1139 862 641 997 512 599 1122
"indolepyruvate ferredoxin oxidoreductase family protein_2" 13339 10968 8973 21320 11562 18333 11215 10183 15283 11006 17261 19759
"LysR family transcriptional regulator_12" 1179 2384 1670 2215 962 1473 1152 1061 1438 1163 1684 2495
"hypothetical protein_262" 232 59 27 34 147 207 127 102 222 27 71 83
"phosphoribosylformylglycinamidine synthase subunit PurL" 6790 4508 3410 6239 5092 8027 5875 5601 8435 4141 5153 8081
"hypothetical protein_263" 224 144 103 196 168 265 178 187 273 85 122 188
"BolA/IbaG family iron-sulfur metabolism protein" 1091 2446 1833 2183 1203 1664 1132 1164 1751 1460 2158 2747
"hypothetical protein_264" 835 1247 993 1510 851 1319 965 864 1219 832 1144 1713
"Grx4 family monothiol glutaredoxin" 4608 8364 6118 4777 3357 5150 3239 3268 5224 6723 9137 12147
"DUF1295 domain-containing protein" 34 30 22 24 39 48 41 45 46 21 30 52
"TetR/AcrR family transcriptional regulator_12" 65 73 44 52 72 76 70 53 98 31 57 67
"cell division protein ZapA" 634 422 236 426 373 518 465 368 517 256 402 432
"hypothetical protein_265" 2082 1878 1509 3473 1597 2482 1848 1619 2205 1297 1809 2312
"transketolase_2" 11927 9555 7883 15944 8715 13910 11501 9816 14066 7985 9286 14229
"hypothetical protein_266" 230 401 231 217 357 456 417 405 553 148 206 345
"DUF808 domain-containing protein" 932 749 450 619 526 815 678 537 876 390 549 733
"type I glyceraldehyde-3-phosphate dehydrogenase_1" 270 560 385 650 190 294 299 210 326 2702 2419 2404
"hypothetical protein_267" 13 26 11 1 14 20 22 7 26 7 18 21
"pantetheine-phosphate adenylyltransferase" 296 222 142 177 224 369 308 209 383 222 380 424
"CBS domain-containing protein" 1868 4439 2203 2224 2055 2586 2555 2200 3139 2284 3422 3432
"LysR family transcriptional regulator_13" 241 279 182 279 241 390 330 297 379 169 254 362
"CoA-acylating methylmalonate-semialdehyde dehydrogenase" 10502 2528 1889 3388 7722 13682 9197 7908 12414 2023 3396 3337
"fatty acid desaturase_2" 545 1099 841 1053 700 1118 1133 916 1102 607 706 1352
"L%2CD-transpeptidase_1" 2717 14951 10331 11397 4351 5565 4437 4176 5374 9391 14110 19725
"UDP-N-acetylglucosamine-peptide N-acetylglucosaminyltransferase_2" 1979 3514 2886 3350 2103 2689 4063 3558 4540 1461 1784 2902
"acyl-CoA dehydrogenase family protein_6" 2557 260 159 256 2231 3378 2582 2346 3382 779 1123 1422
"enoyl-CoA hydratase/isomerase family protein_2" 1748 150 94 144 1531 2467 1611 1665 2219 503 784 927
"3-hydroxyisobutyrate dehydrogenase" 3252 455 344 543 2755 4153 2586 2815 4040 1030 1504 1823
"excinuclease ABC subunit UvrA" 1632 5637 3917 6768 1429 2443 1596 1320 1902 4860 7391 7546
"MFS transporter_15" 717 435 218 343 380 544 471 327 633 384 514 672
"dihydrolipoyl dehydrogenase_3" 2140 7201 6098 10775 1532 2535 2233 1889 2380 2789 3239 4631
"DUF924 domain-containing protein" 220 511 564 1746 209 383 292 199 289 163 202 189
"MFS transporter_16" 194 261 178 221 103 200 120 57 135 96 149 173
"tRNA preQ1(34) S-adenosylmethionine ribosyltransferase-isomerase QueA" 430 403 303 675 266 459 300 260 376 275 483 483
"DUF3971 domain-containing protein" 676 343 250 401 469 716 611 596 695 280 392 433
"peroxiredoxin_2" 602 1566 1163 1487 837 1143 1102 906 1115 731 819 1472
"ferritin-like domain-containing protein" 269 453 334 554 263 465 332 239 382 215 277 428
"DUF5930 domain-containing protein" 4293 3440 2417 3098 4786 7090 5052 5187 7496 2390 3182 5139
"polymer-forming cytoskeletal protein" 6828 6747 4958 7568 7502 10800 7305 8185 11134 4491 5725 9665
"calcium-binding protein_3" 587 885 617 786 698 1155 808 809 1085 733 932 1380
"hypothetical protein_268" 524 281 192 326 333 506 158 138 246 350 477 680
"DUF3179 domain-containing protein" 4 22 7 26 12 11 10 8 14 12 36 41
"peptidylprolyl isomerase_2" 15044 12068 6997 10169 9798 13215 11065 9924 13876 9868 15304 21398
"phosphoglycerate kinase" 2605 1842 1499 2852 1722 2688 2392 1932 2692 1156 1463 2358
"septum formation initiator family protein" 1022 1526 1088 1046 1297 1595 1305 1471 1833 733 1118 1677
"pyruvate dehydrogenase (acetyl-transferring) E1 component subunit alpha" 2052 3021 2330 4404 2042 3189 3368 2673 3386 2830 3600 5289
"pyruvate dehydrogenase complex E1 component subunit beta" 3719 4317 4052 9266 2762 4800 4138 4088 4570 4816 5433 7209
"pyruvate dehydrogenase complex dihydrolipoamide acetyltransferase" 4807 5353 5057 9356 3669 5936 4886 4989 6115 5507 6476 8516
"cysteine hydrolase_1" 82 123 97 74 63 158 97 116 139 74 89 149
"AraC family transcriptional regulator_5" 246 296 234 206 181 280 236 228 289 140 192 289
"sulfotransferase domain-containing protein_2" 942 1667 1070 1503 871 1235 1224 944 1410 770 972 1513
"serine O-acetyltransferase" 2439 4722 3498 4959 2970 4477 2775 2209 2886 3657 4601 6661
"hypothetical protein_269" 11 214 189 291 10 18 3 13 11 20 18 15
"glycoside hydrolase/phage tail family protein" 32 1100 960 2570 27 28 20 19 25 50 65 121
"NlpC/P60 family protein" 6 149 97 329 9 14 8 4 4 7 8 13
"DUF2163 domain-containing protein" 1 431 360 1078 6 2 4 1 5 20 12 33
"DUF2460 domain-containing protein" 3 543 453 1061 9 6 7 6 5 13 20 33
"phage tail tape measure protein_3" 14 748 776 2217 6 9 15 8 6 24 18 34
"phage tail assembly chaperone" 1 306 347 1275 3 5 4 0 2 13 4 17
"gene transfer agent family protein" 7 498 651 1497 1 7 5 6 9 15 9 18
"phage major tail protein%2C TP901-1 family" 4 774 554 750 2 4 4 2 1 25 18 60
"DUF3168 domain-containing protein" 5 489 574 1797 1 2 3 3 0 10 11 24
"head-tail adaptor protein" 2 337 298 1124 0 0 1 0 1 5 8 15
"hypothetical protein_270" 1 1255 1087 3242 4 1 1 7 4 29 24 83
"phage major capsid protein_2" 26 18548 17669 38165 30 50 35 39 61 390 287 922
"HK97 family phage prohead protease" 16 2473 3298 7198 23 15 20 5 20 89 58 168
"hypothetical protein_271" 0 567 618 1149 2 0 2 0 1 19 12 15
"phage portal protein_3" 7 6169 5912 11429 21 36 14 13 16 146 104 431
"terminase family protein_2" 15 934 845 1753 23 34 24 29 32 47 59 102
"recombinase" 6 531 423 549 4 12 18 10 16 13 16 51
"endolytic transglycosylase MltG" 4476 2529 1914 3422 3240 4618 4032 3608 4608 1712 2391 3496
"beta-ketoacyl-ACP synthase II" 5649 5340 4001 8324 5140 7674 5783 5222 7795 4035 5473 7982
"PilZ domain-containing protein" 105 613 547 682 172 228 742 682 760 191 245 409
"1-(5-phosphoribosyl)-5-[(5- phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase" 190 273 174 410 131 196 168 128 198 140 192 233
"acyl carrier protein_3" 15371 13704 7783 6940 15756 22489 17432 14992 24095 12220 15779 24970
"3-oxoacyl-ACP reductase FabG" 2469 2012 1689 2664 2255 3523 2314 2461 3532 1674 2120 2974
"ACP S-malonyltransferase_1" 1819 1536 1320 2737 1387 2340 1942 1716 2120 1226 1529 2085
"cytochrome b/b6 domain-containing protein_1" 386 562 419 628 358 467 506 534 663 336 486 705
"phosphodiesterase_1" 513 875 571 399 719 911 1091 1045 1257 456 574 960
"DMT family transporter_10" 524 675 434 277 532 674 754 726 991 359 495 689
"YceI family protein" 5773 8929 6564 8389 6048 7806 6563 7706 9412 5965 7475 11652
"hypothetical protein_272" 467 531 498 831 417 645 242 270 393 227 350 383
"30S ribosomal protein S6" 15685 10242 6077 4812 13011 18835 13869 14133 21307 9416 11456 20648
"30S ribosomal protein S18" 4250 4632 2733 2176 5807 8463 8486 5717 9300 3881 5242 9257
"50S ribosomal protein L9" 25945 12516 9564 20159 16235 26269 16615 16648 27460 12429 14547 25104
"peptidyl-tRNA hydrolase" 45 67 37 31 53 91 87 84 132 50 48 75
"lytic transglycosylase domain-containing protein_3" 228 67 61 41 348 418 459 391 534 67 112 171
"bifunctional 2'%2C3'-cyclic-nucleotide 2'-phosphodiesterase/3'-nucleotidase" 4234 2124 1733 2227 4274 5963 4620 4698 5866 1504 2277 2742
"calcium-binding protein_4" 679 744 485 446 836 1040 1080 994 1259 335 495 617
"trigger factor" 16710 11291 7199 13667 10290 16812 12092 11849 19203 10278 12980 17945
"porin_1" 5248 4255 3410 4697 5319 7561 5409 4291 6079 8384 12882 13770
"methyl-accepting chemotaxis protein_8" 1124 1558 1134 1402 1487 1986 2804 2862 3280 633 773 1470
"SOS response-associated peptidase" 82 252 159 178 115 232 156 132 233 172 266 293
"c-type cytochrome_3" 26 97 61 48 76 86 83 72 117 37 65 85
"multicopper oxidase family protein_2" 154 237 183 271 153 212 161 169 205 139 141 251
"cytochrome c_3" 42 81 66 65 56 102 106 70 112 50 43 110
"DUF305 domain-containing protein" 346 138 143 253 294 447 169 142 183 50 79 142
"glutaredoxin" 112 217 207 262 125 211 110 95 144 41 64 110
"copper chaperone PCu(A)C_1" 45 70 101 64 69 100 81 91 93 69 81 112
"CopD family protein_1" 126 151 114 146 121 185 140 103 144 107 140 172
"copper resistance protein CopC" 160 284 232 243 329 364 300 276 391 258 323 504
